payoff,cohort,model,seed,scope,axis,n_rows,n_families,price_mae,price_rmse,price_r2,delta_mae,delta_rmse,delta_bias,within_1,within_5,within_10,resolved_n,resolved_sign
reference,monthly_test,affine_coupon_delta,ensemble,schedule,nobs_late,128,128,524.901504270563,580.2860493062558,-1.0598774516941405,550.3342925930785,602.3154813545959,-550.3342925930785,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,affine_coupon_delta,ensemble,schedule,nobs_middle,128,128,514.0813160362889,547.8518813171764,-0.7160114143820955,539.5141043588046,571.5734387729768,-539.5141043588046,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,affine_coupon_delta,ensemble,schedule,tenor_months,1024,128,200.3709071691106,270.39093255740084,0.6534615941094938,198.54672215067797,267.3428388540932,7.252135501937371,0.0,0.005859375,0.0126953125,898.0,0.5968819599109132
reference,monthly_test,affine_coupon_delta,ensemble,terms,ALL,4548,128,32.01043147661126,41.121654236191546,0.9920816855768048,9.171429438065124,18.450717372534207,-0.0879039601809991,0.2339366515837104,0.6180995475113122,0.7787330316742082,3381.0,0.90150842945874
reference,monthly_test,affine_coupon_delta,ensemble,terms,base,128,128,30.60831391159539,36.84859398455833,0.9934293902030206,,,,,,,,
reference,monthly_test,affine_coupon_delta,ensemble,terms,coupon_regular,1024,128,30.858817371219928,37.337817407055894,0.9933111412952844,3.8363869535969712,6.024570384096712,-7.460592292590773e-06,0.271484375,0.75390625,0.935546875,1024.0,1.0
reference,monthly_test,affine_coupon_delta,ensemble,terms,first_strike,1024,128,35.59283357437109,49.103158901987484,0.9882305908406366,17.381848592620774,30.758280113649143,1.0929581069535366,0.12890625,0.4140625,0.5908203125,993.0,0.6646525679758308
reference,monthly_test,affine_coupon_delta,ensemble,terms,ki_barrier,344,43,30.423003272891613,40.56284429086917,0.9931137868327895,15.010897094268312,23.053640364027093,-3.085797874675726,0.07267441860465117,0.3488372093023256,0.5581395348837209,343.0,1.0
reference,monthly_test,affine_coupon_delta,ensemble,terms,last_strike,1024,128,31.617103156495702,40.478641283730724,0.9920819677584558,11.469308112961379,17.342951902910567,-0.42254953130997314,0.1005859375,0.4677734375,0.673828125,1021.0,1.0
reference,monthly_test,affine_coupon_delta,ensemble,terms,monthly_barrier,1004,128,30.655040685789125,37.02618305726512,0.9933715873489917,1.8943474191435439,2.810330514934644,-0.013457945143493825,0.4940239043824701,0.9332669322709163,0.9930278884462151,0.0,
reference,monthly_test,augmented_delta,101,schedule,ALL,1408,128,353.1247648181862,456.73529206484403,-0.02566251867804592,350.86169623480146,456.2488161772232,-51.01918605916422,0.0,0.004971590909090909,0.020596590909090908,1263.0,0.5898653998416469
reference,monthly_test,augmented_delta,101,schedule,nobs_early,128,128,132.71208762862548,158.43191276205997,0.8807114312945798,87.21655585606763,133.6075645106726,-20.087552443603872,0.0,0.0234375,0.1484375,119.0,0.680672268907563
reference,monthly_test,augmented_delta,101,schedule,nobs_late,128,128,506.8400784232512,569.4053670764558,-0.9833540019949301,549.7558419331679,589.9740313700705,-549.7558419331679,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,augmented_delta,101,schedule,nobs_middle,128,128,461.6167877165525,493.37798039198486,-0.3917248549055212,504.5325512264693,526.4607036730059,-504.5325512264693,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,augmented_delta,101,schedule,tenor_months,1024,128,347.9004324039523,461.23928478347193,-0.008369511367047666,339.7467136958889,453.6947753441859,64.14561236905432,0.0,0.00390625,0.009765625,898.0,0.5968819599109132
reference,monthly_test,augmented_delta,101,terms,ALL,4548,128,63.49814737226716,87.11700712242143,0.9644616317988713,10.461115607838225,21.795256396575738,0.004943129960408976,0.24615384615384617,0.5807692307692308,0.7361990950226245,3381.0,0.8944099378881988
reference,monthly_test,augmented_delta,101,terms,base,128,128,64.97351995675714,86.13608725096425,0.9640967209824649,,,,,,,,
reference,monthly_test,augmented_delta,101,terms,coupon_regular,1024,128,65.02662947090266,86.41258637016908,0.964173187167289,4.998531603506612,7.276988963644707,-0.019343657496695782,0.2236328125,0.673828125,0.85546875,1024.0,1.0
reference,monthly_test,augmented_delta,101,terms,first_strike,1024,128,67.58583780415157,97.0469264768375,0.9540273680064006,20.85281145070538,37.55649447814569,1.8042958866021006,0.1357421875,0.3984375,0.5537109375,993.0,0.6404833836858006
reference,monthly_test,augmented_delta,101,terms,ki_barrier,344,43,31.594684545644714,40.971854459375656,0.9929742142105749,14.682264574247505,22.85050350434335,-3.2049147539245055,0.06395348837209303,0.35755813953488375,0.563953488372093,343.0,1.0
reference,monthly_test,augmented_delta,101,terms,last_strike,1024,128,66.58338843411484,89.1765798255481,0.9615702962306741,12.771023949375376,20.11460386839555,-0.6943482636900931,0.1337890625,0.4111328125,0.60546875,1021.0,1.0
reference,monthly_test,augmented_delta,101,terms,monthly_barrier,1004,128,65.36637048278409,86.74907132883324,0.9636150888999488,1.6316017544127082,2.6692786487084526,0.007530726284619821,0.5587649402390438,0.9213147410358565,0.9930278884462151,0.0,
reference,monthly_test,augmented_delta,233,schedule,ALL,1408,128,328.09282570755926,418.08003169181467,0.14060228655863027,329.71936573598396,427.3343193959485,-106.89092401074635,0.0007102272727272727,0.0078125,0.017045454545454544,1263.0,0.5637371338083927
reference,monthly_test,augmented_delta,233,schedule,nobs_early,128,128,121.2081643528289,147.0870274746437,0.8971836365211959,93.57224248671386,137.35980234703538,-75.63050854996861,0.0,0.0234375,0.078125,119.0,0.3949579831932773
reference,monthly_test,augmented_delta,233,schedule,nobs_late,128,128,573.6769645311729,632.3615890854661,-1.4461781824054363,654.8347747623691,695.283021416798,-654.8347747623691,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,augmented_delta,233,schedule,nobs_middle,128,128,553.4250956324784,586.9963674904267,-0.9699930093377718,634.5829058636749,663.6330683956885,-634.5829058636749,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,augmented_delta,233,schedule,tenor_months,1024,128,295.08885728333394,380.23340421455896,0.3147206240409547,280.49038749788326,365.04550764768004,23.65600313222533,0.0009765625,0.0078125,0.013671875,898.0,0.5979955456570156
reference,monthly_test,augmented_delta,233,terms,ALL,4548,128,83.67831767939377,115.77015367830381,0.9372397292749869,12.874701393719675,25.401346573876882,-0.9240486603105043,0.17443438914027148,0.5081447963800905,0.6701357466063348,3381.0,0.8893818396923987
reference,monthly_test,augmented_delta,233,terms,base,128,128,87.02186744236778,116.89073787445155,0.9338813413430196,,,,,,,,
reference,monthly_test,augmented_delta,233,terms,coupon_regular,1024,128,86.67360690144264,116.89777069908986,0.9344358213523393,7.594859977640832,12.321203699338184,-0.497413653957968,0.2099609375,0.591796875,0.74609375,1024.0,1.0
reference,monthly_test,augmented_delta,233,terms,first_strike,1024,128,87.4565822926719,125.24877925948124,0.9234257414139085,24.42273757773281,43.68874887236303,-0.3396494255253706,0.1044921875,0.37890625,0.5078125,993.0,0.6233635448136958
reference,monthly_test,augmented_delta,233,terms,ki_barrier,344,43,41.967878163389685,52.047425040248896,0.9886623731686639,15.403025120901043,23.500365178013755,-3.131386186898678,0.06976744186046512,0.3488372093023256,0.5494186046511628,343.0,1.0
reference,monthly_test,augmented_delta,233,terms,last_strike,1024,128,86.67213119066581,118.19868867623155,0.9324864834088944,14.552074725836672,22.39671136062758,-2.0041516014801646,0.0966796875,0.3671875,0.5712890625,1021.0,1.0
reference,monthly_test,augmented_delta,233,terms,monthly_barrier,1004,128,87.58133825800665,117.71302069095309,0.9330052673117123,3.904576795509612,6.17692203071932,-0.0973051762675859,0.3247011952191235,0.7529880478087649,0.900398406374502,0.0,
reference,monthly_test,augmented_delta,47,schedule,ALL,1408,128,326.7349906336037,419.5822762858921,0.13441521744846674,326.36020790897044,424.83460204278254,-64.13173208858021,0.0,0.01065340909090909,0.019176136363636364,1263.0,0.6080760095011877
reference,monthly_test,augmented_delta,47,schedule,nobs_early,128,128,140.56976580462634,173.4855808626044,0.8569656766748853,93.55411758077025,145.13629507032314,-45.72588037745179,0.0,0.03125,0.0625,119.0,0.7142857142857143
reference,monthly_test,augmented_delta,47,schedule,nobs_late,128,128,504.554533662726,567.4512665218207,-0.9697643062888632,562.3066010623941,608.0213607732945,-562.3066010623941,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,augmented_delta,47,schedule,nobs_middle,128,128,507.73598405699414,544.5492215402559,-0.6953842359811284,565.4880514566624,596.8044508003109,-565.4880514566624,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,augmented_delta,47,schedule,tenor_months,1024,128,305.15307668066174,401.23405123774154,0.2369329657471898,296.07668961235606,393.44611419845893,58.508934990265736,0.0,0.0107421875,0.0185546875,898.0,0.6180400890868597
reference,monthly_test,augmented_delta,47,terms,ALL,4548,128,63.4496407364282,90.06581760147799,0.9620150481379748,10.059970485491887,21.335060096991086,-0.17744384660098628,0.2167420814479638,0.5726244343891402,0.7411764705882353,3381.0,0.8944099378881988
reference,monthly_test,augmented_delta,47,terms,base,128,128,65.51429170348854,90.2294601171794,0.9606032359150437,,,,,,,,
reference,monthly_test,augmented_delta,47,terms,coupon_regular,1024,128,65.65506465388293,90.53535672452657,0.9606730196503808,6.081507445545867,9.185531698224734,-0.031851901750390765,0.19921875,0.607421875,0.794921875,1024.0,1.0
reference,monthly_test,augmented_delta,47,terms,first_strike,1024,128,67.00240315737581,99.70098066479935,0.9514784509459971,21.43527984237312,38.96914299072878,1.190254540476796,0.1396484375,0.3955078125,0.556640625,993.0,0.6404833836858006
reference,monthly_test,augmented_delta,47,terms,ki_barrier,344,43,34.02293345543592,44.41963800665202,0.991742022568207,14.197696689097574,22.83574132245524,-3.0867537437367805,0.12209302325581395,0.37790697674418605,0.5930232558139535,343.0,1.0
reference,monthly_test,augmented_delta,47,terms,last_strike,1024,128,65.26172485674033,90.34958691825538,0.9605526570749641,8.137750484786617,12.78379924724511,-0.8364547008144048,0.1796875,0.560546875,0.73828125,1021.0,1.0
reference,monthly_test,augmented_delta,47,terms,monthly_barrier,1004,128,65.5478031180557,90.59715253349681,0.9603155152739623,3.0585808820458524,4.8630291432842245,-0.051925500550593036,0.3834661354581673,0.796812749003984,0.9282868525896414,0.0,
reference,monthly_test,augmented_delta,ensemble,schedule,ALL,1408,128,335.27239483276537,427.617585034229,0.10094459507489317,333.9117637829071,431.7977724502496,-74.01394738616354,0.002130681818181818,0.022017045454545456,0.040482954545454544,1263.0,0.5882818685669042
reference,monthly_test,augmented_delta,ensemble,schedule,nobs_early,128,128,129.3016238366447,156.79393974805936,0.8831652477072234,76.90030138432851,132.03204563393368,-47.14798045700797,0.0,0.1953125,0.359375,119.0,0.6722689075630253
reference,monthly_test,augmented_delta,ensemble,schedule,nobs_late,128,128,528.3571922057167,588.4465670235406,-1.1182206187515038,588.9657392526435,629.9533258755298,-588.9657392526435,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,augmented_delta,ensemble,schedule,nobs_middle,128,128,507.59262246867513,540.3989094069763,-0.6696397874310769,568.2011695156023,594.6531069698074,-568.2011695156023,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,augmented_delta,ensemble,schedule,tenor_months,1024,128,315.34311308117293,410.56974228865937,0.2010106212507935,304.87027393242545,400.4772945714596,48.770183497181854,0.0029296875,0.005859375,0.0107421875,898.0,0.5957683741648107
reference,monthly_test,augmented_delta,ensemble,terms,ALL,4548,128,65.11405026569379,96.06152184618372,0.9567893783854776,10.83905613671289,22.50225225282476,-0.3655164589836605,0.2167420814479638,0.564027149321267,0.7307692307692307,3381.0,0.8947057083703046
reference,monthly_test,augmented_delta,ensemble,terms,base,128,128,67.29878002893241,96.27167178825569,0.9551501637937618,,,,,,,,
reference,monthly_test,augmented_delta,ensemble,terms,coupon_regular,1024,128,67.43232734356297,96.43801509069873,0.955377829322183,5.889383172014889,9.159606712447292,-0.18286973773498627,0.244140625,0.6162109375,0.8017578125,1024.0,1.0
reference,monthly_test,augmented_delta,ensemble,terms,first_strike,1024,128,69.16800081574459,105.87537166560101,0.9452825697570713,21.785280235110882,39.77224305536993,0.8849670005178729,0.126953125,0.4140625,0.5537109375,993.0,0.6414904330312186
reference,monthly_test,augmented_delta,ensemble,terms,ki_barrier,344,43,29.654535264495976,41.27266680293328,0.9928706698878422,14.63556719006781,22.840385753832805,-3.14101822818671,0.07267441860465117,0.375,0.5552325581395349,343.0,1.0
reference,monthly_test,augmented_delta,ensemble,terms,last_strike,1024,128,67.92947962149229,97.68416647090298,0.9538880208163288,11.551756439759634,18.110189081965558,-1.1783181886615055,0.140625,0.4814453125,0.6796875,1021.0,1.0
reference,monthly_test,augmented_delta,ensemble,terms,monthly_barrier,1004,128,67.61431620134096,96.8758017401518,0.9546244116649292,2.695357657048799,4.121691974597113,-0.04723331684446696,0.4073705179282869,0.8127490039840638,0.951195219123506,0.0,
reference,monthly_test,augmented_price,101,schedule,ALL,1408,128,307.79891886654,399.37994763528906,0.21576204953961342,309.4416503267072,397.55787058258466,-45.58353412894583,0.0014204545454545455,0.009943181818181818,0.020596590909090908,1263.0,0.5463182897862233
reference,monthly_test,augmented_price,101,schedule,nobs_early,128,128,98.3224148988954,126.71136080779237,0.9236964740961617,114.73545457759974,132.25108411099242,-31.241015717844373,0.0,0.03125,0.0625,119.0,0.2605042016806723
reference,monthly_test,augmented_price,101,schedule,nobs_late,128,128,395.835680218865,452.7868313046357,-0.2541361865587368,473.68885527548866,505.4202007260635,-473.68885527548866,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,augmented_price,101,schedule,nobs_middle,128,128,384.7806217444985,407.44536247531926,0.05085488755226519,462.63379680112234,483.0483262522642,-462.63379680112234,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,augmented_price,101,schedule,tenor_months,1024,128,313.35617383371016,413.44049773539496,0.18979828968007728,294.10000586744604,392.4759946541523,58.26809904700643,0.001953125,0.009765625,0.0205078125,898.0,0.5913140311804009
reference,monthly_test,augmented_price,101,terms,ALL,4548,128,86.27873136556384,120.14447542203366,0.9324073925993466,13.730550917189763,24.281214372715425,-0.7842644407326632,0.12375565610859729,0.43529411764705883,0.6201357466063349,3381.0,0.8769594794439515
reference,monthly_test,augmented_price,101,terms,base,128,128,88.53391137082124,121.05287349407547,0.9290889297483511,,,,,,,,
reference,monthly_test,augmented_price,101,terms,coupon_regular,1024,128,88.68314343317829,121.32947228531368,0.929370393890025,7.355681705734847,11.555185081558099,-0.3714237539873769,0.19921875,0.5546875,0.73828125,1024.0,1.0
reference,monthly_test,augmented_price,101,terms,first_strike,1024,128,90.98201263993762,129.10932399724948,0.9186324926983486,23.478490705626502,38.538168372592594,-0.4791213839167383,0.083984375,0.31640625,0.4716796875,993.0,0.581067472306143
reference,monthly_test,augmented_price,101,terms,ki_barrier,344,43,45.03831840744301,58.81600307407547,0.9855217964596611,17.165631563063393,25.899433387392644,-3.0518659669183945,0.06395348837209303,0.313953488372093,0.49709302325581395,343.0,1.0
reference,monthly_test,augmented_price,101,terms,last_strike,1024,128,90.29767206064966,123.4358725974579,0.9263711197108833,17.109057667005498,25.16427918270346,-1.650185576775887,0.0556640625,0.2802734375,0.4990234375,1021.0,1.0
reference,monthly_test,augmented_price,101,terms,monthly_barrier,1004,128,88.77311957568023,121.56758055663413,0.928545892914743,5.667520115574993,8.301039119163672,0.14356704822099542,0.17729083665338646,0.6344621513944223,0.8167330677290837,0.0,
reference,monthly_test,augmented_price,233,schedule,ALL,1408,128,234.69887886905664,296.2066897360788,0.5686149714159086,234.00348066489988,303.04399391662855,-77.03917294738864,0.002840909090909091,0.013494318181818182,0.032670454545454544,1263.0,0.56215360253365
reference,monthly_test,augmented_price,233,schedule,nobs_early,128,128,78.8714527775492,93.08518352666155,0.9588211119382483,67.00199441218258,79.49083055179298,-22.416571341912153,0.0078125,0.0625,0.1171875,119.0,0.35294117647058826
reference,monthly_test,augmented_price,233,schedule,nobs_late,128,128,371.2163728498712,410.3724116675344,-0.03018076603536124,452.5848855003484,477.82520142870555,-452.5848855003484,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,augmented_price,233,schedule,nobs_middle,128,128,360.1642433850019,378.1179902024275,0.18257382679861156,441.5327560354792,460.54407640435403,-441.5327560354792,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,augmented_price,233,schedule,tenor_months,1024,128,221.42944981840014,283.96277293945553,0.6178006510378404,201.6148314207361,265.39021345111354,8.637913807058089,0.0029296875,0.0107421875,0.0302734375,898.0,0.6013363028953229
reference,monthly_test,augmented_price,233,terms,ALL,4548,128,84.81190095399472,111.15407422814881,0.942144805156526,14.882561688158372,23.959730034328036,-1.4660767130849939,0.08438914027149322,0.38710407239819006,0.5721719457013574,3381.0,0.9044661342797988
reference,monthly_test,augmented_price,233,terms,base,128,128,87.06493897557183,112.06505533785183,0.9392278985618763,,,,,,,,
reference,monthly_test,augmented_price,233,terms,coupon_regular,1024,128,86.79744763267055,112.44264936624204,0.9393380583904019,9.794648410053924,15.063710405363588,-0.6476307465539624,0.1416015625,0.5205078125,0.6884765625,1024.0,1.0
reference,monthly_test,augmented_price,233,terms,first_strike,1024,128,87.8717647165356,116.89421728741586,0.9333006115863576,21.18134302518145,33.58673850866055,-2.082677831579151,0.0810546875,0.29296875,0.4873046875,993.0,0.67472306143001
reference,monthly_test,augmented_price,233,terms,ki_barrier,344,43,56.277733317203605,75.46409743405303,0.9761655888919065,21.55168656850335,32.11951685880188,-2.9908578406817226,0.0755813953488372,0.25,0.46511627906976744,343.0,1.0
reference,monthly_test,augmented_price,233,terms,last_strike,1024,128,87.86758142601656,113.57425721468262,0.9376659674696518,18.240391278105868,25.619806110199125,-2.232490942017951,0.0322265625,0.23828125,0.46484375,1021.0,1.0
reference,monthly_test,augmented_price,233,terms,monthly_barrier,1004,128,86.03884089935133,111.47944804944832,0.9399128965174119,7.937815322344047,11.062113783326954,-0.36782596215783836,0.08565737051792828,0.545816733067729,0.6862549800796812,0.0,
reference,monthly_test,augmented_price,47,schedule,ALL,1408,128,296.6324826458896,381.83617552703083,0.28314802483564305,295.1131729168065,380.78349384876213,-48.12137205829217,0.0014204545454545455,0.007102272727272727,0.06960227272727272,1263.0,0.5787806809184481
reference,monthly_test,augmented_price,47,schedule,nobs_early,128,128,90.84674770398834,121.97644985001341,0.9292925012346097,72.4307462166483,107.58352812635198,-56.77776895509184,0.0078125,0.015625,0.2109375,119.0,0.6134453781512605
reference,monthly_test,augmented_price,47,schedule,nobs_late,128,128,485.4874827735916,531.8419247937385,-0.730303407869022,513.2260783314474,550.8323445520291,-513.2260783314474,0.0,0.0,0.0,125.0,0.488
reference,monthly_test,augmented_price,47,schedule,nobs_middle,128,128,480.20717839877295,507.04120439471046,-0.46987486844137094,507.94577395662907,531.6008707173878,-507.94577395662907,0.0,0.0,0.0,121.0,0.5537190082644629
reference,monthly_test,augmented_price,47,schedule,tenor_months,1024,128,275.8019875285541,362.1054135386277,0.3785056836966688,269.0802879475184,353.0875932378695,68.57681607524431,0.0009765625,0.0078125,0.0693359375,898.0,0.5902004454342984
